Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodAge,TotalBathrooms,TotalPoarchSF,PricePerSqFt
266,20,RL,78.0,12090,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,2,CBlock,2,4,No,GLQ,588,LwQ,228,606,1422,GasA,4,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,2,7,Typ,1,5,Attchd,1981.0,Fin,2,576,5,5,Y,276,0,0,0,0,0,None,GdPrv,None,0,6,2008,WD,Normal,12.075400019877522,27,27,2.0,0,123.41772151898734
267,60,RL,70.0,11207,Pave,None,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,Av,GLQ,714,Unf,0,88,802,GasA,2,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,8,Typ,1,5,Attchd,1997.0,Fin,2,413,5,5,Y,95,75,0,0,0,0,None,None,None,0,6,2006,WD,Normal,12.128116509451258,9,9,3.5,75,122.43547319655858
268,75,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,No,LwQ,378,Unf,0,342,720,GasA,0,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,2,8,Typ,1,2,Detchd,1939.0,Unf,1,240,5,5,Y,262,24,0,0,0,0,None,None,None,0,7,2008,WD,Normal,12.097936057925594,69,11,2.5,24,81.88868613138686
269,30,RM,71.0,6900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,No,ALQ,403,Rec,125,212,740,GasA,0,Y,SBrkr,778,0,0,778,0,0,1,0,2,1,3,4,Typ,1,2,Detchd,1966.0,Fin,1,924,0,0,Y,0,25,0,0,0,0,None,None,None,0,2,2008,WD,Normal,11.699413330633599,68,53,1.0,25,154.88431876606683
270,20,RL,65.5,7917,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,2,CBlock,4,1,No,BLQ,751,Unf,0,392,1143,GasA,4,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,6,Typ,1,1,Attchd,1987.0,RFn,1,504,5,2,Y,370,30,0,0,0,0,None,GdPrv,None,0,5,2007,WD,Normal,11.904974309480183,31,31,2.5,30,132.973944294699
271,60,FV,84.0,10728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Mn,Unf,0,Unf,0,1095,1095,GasA,2,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2006.0,RFn,3,1053,5,5,Y,192,51,0,0,0,0,None,None,None,0,8,2006,New,Partial,12.491255347155265,0,0,2.5,51,137.1841155234657
272,20,RL,73.0,39104,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,3,4,CBlock,2,4,Gd,LwQ,226,GLQ,1063,96,1385,GasA,0,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,5,Mod,2,5,Attchd,1954.0,Unf,2,439,5,5,Y,81,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,12.394628892852941,54,3,2.0,0,177.1826852531181
273,60,RL,92.0,11764,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,2,4,PConc,2,4,No,GLQ,524,Unf,0,628,1152,GasA,0,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,2,9,Typ,1,2,Attchd,1999.0,Fin,3,671,5,5,Y,132,57,0,0,0,0,None,None,None,0,4,2010,WD,Normal,12.577639650232573,11,3,2.5,57,127.7533039647577
274,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,4,CBlock,4,4,No,Rec,620,LwQ,620,0,1240,GasA,2,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,6,Min1,1,2,Attchd,1958.0,RFn,1,338,5,5,Y,289,0,0,0,0,0,None,MnPrv,None,0,4,2009,WD,Normal,11.842236406331555,51,21,3.0,0,85.17156862745098
275,20,RL,76.0,8314,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,3,4,CBlock,4,4,Gd,ALQ,546,Unf,0,270,816,GasA,4,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,3,Attchd,1982.0,Unf,1,264,5,5,Y,168,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,11.732069026983156,25,25,1.0,0,152.5735294117647
276,50,RL,55.0,7264,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,No,Unf,0,Unf,0,952,952,GasW,2,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,0,5,Typ,0,3,Detchd,1978.0,Unf,2,672,5,5,Y,74,0,0,0,144,0,None,None,None,0,10,2009,WD,Normal,12.230770136157428,84,2,2.5,144,132.42894056847544
277,20,RL,129.0,9196,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,0,4,No,Unf,0,Unf,0,1560,1560,GasA,0,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,2,7,Typ,0,3,Attchd,2003.0,Fin,2,573,5,5,Y,100,150,0,0,0,0,None,None,None,0,4,2010,WD,Normal,12.211065162153215,7,7,2.0,150,128.84615384615384
278,20,RL,140.0,19138,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,No,LwQ,120,Unf,0,744,864,GasA,0,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1951.0,Unf,2,400,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,11.856522261533737,59,59,1.0,0,163.19444444444446
279,20,RL,107.0,14450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,0,4,PConc,0,4,Gd,Unf,0,Unf,0,2121,2121,GasA,0,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,0,8,Typ,1,0,Attchd,2007.0,Fin,3,732,5,5,Y,124,98,0,0,142,0,None,None,None,0,5,2007,New,Partial,12.936754021718041,1,0,2.5,240,195.8029231494578
280,60,RL,83.0,10005,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,4,CBlock,2,4,No,BLQ,392,Unf,0,768,1160,GasA,0,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,Typ,1,5,Attchd,1977.0,Fin,2,505,5,5,Y,288,117,0,0,0,0,None,None,None,0,3,2008,WD,Normal,12.165255859329688,31,31,2.5,117,94.95548961424332
281,60,RL,82.0,11287,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,2,4,CBlock,2,4,Av,GLQ,421,Unf,0,386,807,GasA,2,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,2,7,Typ,1,5,Attchd,1989.0,Fin,2,575,5,5,Y,0,84,0,196,0,0,None,None,None,0,1,2007,WD,Normal,12.339295865674435,18,18,2.5,280,115.28758829465187
282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,2,4,PConc,2,4,No,GLQ,905,Unf,0,357,1262,GasA,2,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,2,5,Typ,0,3,Attchd,2006.0,Fin,2,572,5,5,Y,0,120,0,0,0,0,None,None,None,0,5,2006,New,Partial,12.128116509451258,0,0,2.0,120,146.59270998415215
283,120,RL,34.0,5063,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,2,4,PConc,2,4,No,GLQ,904,Unf,0,410,1314,GasA,0,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,2,6,Typ,1,2,Attchd,2008.0,RFn,2,626,5,5,Y,172,62,0,0,0,0,None,None,None,0,4,2009,ConLw,Normal,12.242891437918386,2,1,3.0,62,157.91476407914763
284,20,RL,74.0,9612,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1468,1468,GasA,0,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2008.0,Fin,3,898,5,5,Y,210,150,0,0,0,0,None,None,None,0,12,2009,New,Partial,12.407383590534293,1,0,2.0,150,166.62125340599454
285,120,RL,50.0,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,2,4,PConc,2,4,No,GLQ,430,Unf,0,1145,1575,GasA,2,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,2,5,Typ,0,3,Attchd,1992.0,RFn,2,529,5,5,Y,0,0,52,0,0,0,None,None,None,0,7,2007,WD,Normal,12.09626335986454,15,15,3.0,52,113.77777777777777
286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,No,Unf,0,Unf,0,625,625,GasA,0,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,2,5,Typ,0,3,Detchd,2006.0,RFn,2,528,5,5,Y,0,54,0,0,0,0,None,None,None,0,6,2007,New,Partial,12.011886987792716,1,0,2.5,54,131.76
287,50,RL,77.0,9786,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,No,Rec,600,Unf,0,312,912,GasA,4,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,2,7,Typ,1,2,Attchd,1962.0,RFn,2,440,5,5,Y,0,0,0,0,128,0,None,GdPrv,None,0,6,2006,WD,Normal,11.976665770490767,44,25,1.5,128,91.6955017301038
288,20,RL,73.0,8125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,No,BLQ,614,Unf,0,244,858,GasA,4,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,Typ,0,3,None,0.0,None,0,0,3,3,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,11.385103457032141,35,35,1.0,0,102.56410256410257
289,20,RL,71.0,9819,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,2,CBlock,4,4,No,BLQ,450,Unf,0,432,882,GasA,4,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,Typ,0,3,Detchd,1970.0,Unf,1,280,5,5,Y,0,0,0,0,0,0,None,MnPrv,None,0,2,2010,WD,Normal,11.711784520403112,43,43,1.0,0,135.55555555555554
290,70,RL,60.0,8730,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,No,Unf,0,Unf,0,698,698,GasA,0,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,Typ,0,3,Detchd,2003.0,Unf,1,384,5,5,Y,0,0,0,0,259,0,None,None,None,0,7,2007,WD,Normal,11.941950837487406,92,4,1.0,259,110.01074498567336
291,60,RL,120.0,15611,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Av,Unf,0,Unf,0,1079,1079,GasA,0,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2006.0,RFn,2,685,2,5,Y,0,51,0,0,0,0,None,None,None,0,7,2006,New,Partial,12.359784657728284,0,0,2.5,51,121.5372589890568
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,1,PConc,4,0,No,Rec,210,Unf,0,570,780,GasA,0,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,1,9,Typ,0,3,None,0.0,None,0,0,3,3,N,0,184,0,0,0,0,None,None,None,0,3,2008,WD,Normal,11.819681958463892,96,8,3.0,184,79.1958041958042
293,50,RL,60.0,11409,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,No,LwQ,292,Unf,0,476,768,GasA,2,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,Min2,1,2,Attchd,1949.0,Unf,1,281,5,5,Y,0,0,0,0,160,0,None,None,None,0,1,2009,WD,Normal,11.782960235741939,60,1,1.5,160,76.34032634032634
294,60,RL,80.0,16659,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,4,CBlock,4,4,No,ALQ,795,Unf,0,0,795,GasA,1,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,2,9,Typ,1,5,Attchd,1977.0,Fin,2,539,5,5,Y,0,250,0,0,0,0,None,None,None,0,3,2006,WD,Normal,12.367345048436391,29,12,3.5,250,103.844454264251
295,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,4,CBlock,4,4,No,GLQ,1285,Unf,0,131,1416,GasA,4,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,Typ,2,2,Attchd,1953.0,Fin,2,418,5,5,Y,110,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,12.025755079404917,56,56,2.0,0,101.58150851581509
296,80,RL,37.0,7937,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,Av,GLQ,819,Unf,0,184,1003,GasA,4,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,Typ,0,3,Detchd,1984.0,Unf,2,588,5,5,Y,120,0,0,0,0,0,None,GdPrv,None,0,3,2006,WD,Normal,11.86710429621008,22,22,2.0,0,142.073778664008
297,50,RM,75.0,13710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,No,BLQ,420,Unf,0,490,910,GasA,4,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,Typ,0,3,Attchd,1950.0,Unf,1,282,5,5,Y,289,0,0,0,0,0,None,MnPrv,None,0,6,2007,WD,Normal,11.931642378754141,57,57,1.5,0,97.5609756097561
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,2,4,PConc,2,4,No,BLQ,649,Unf,0,326,975,GasA,0,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,2,7,Typ,1,5,Detchd,1997.0,RFn,2,576,5,5,Y,0,10,0,0,198,0,None,None,None,0,6,2007,WD,Normal,12.384223015005313,10,9,2.5,208,122.56410256410257
299,60,RL,90.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,2,4,CBlock,4,4,No,ALQ,384,Rec,175,143,702,GasA,2,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,7,Typ,1,2,Attchd,1968.0,Unf,2,539,5,5,Y,224,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,12.07254696717504,39,39,2.5,0,100.40160642570281
300,20,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,4,4,No,Unf,0,Unf,0,1092,1092,GasA,0,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,2,6,Typ,1,2,Attchd,1950.0,Unf,1,300,5,5,Y,0,36,0,0,0,0,None,GdPrv,None,0,8,2009,WD,Family,11.973516181427835,59,5,1.5,36,137.58680555555554
301,190,RL,90.0,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,4,CBlock,4,4,Mn,BLQ,841,Unf,0,324,1165,GasA,4,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,Typ,2,2,Attchd,1953.0,Unf,1,375,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,11.964007453736912,53,53,2.0,0,117.51497005988024
302,60,RL,66.0,16226,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,No,GLQ,281,Unf,0,747,1028,GasA,0,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,2,9,Typ,1,5,BuiltIn,1998.0,Fin,2,683,5,5,Y,208,50,0,0,0,0,None,None,None,0,5,2007,WD,Normal,12.495007682693725,9,8,2.5,50,108.89070146818923
303,20,RL,118.0,13704,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1541,1541,GasA,0,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,2,6,Typ,1,5,Attchd,2001.0,RFn,3,843,5,5,Y,468,81,0,0,0,0,None,None,None,0,1,2006,WD,Normal,12.230770136157428,5,4,2.0,81,133.03049967553537
304,20,RL,70.0,9800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,4,No,ALQ,894,Unf,0,0,894,GasA,4,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,0,3,Attchd,1975.0,Unf,2,552,5,5,Y,256,0,0,0,0,0,None,GdWo,None,0,7,2006,WD,Abnorml,11.917730355182513,34,34,2.0,0,167.67337807606265
305,75,RM,87.0,18386,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,BrkTil,4,4,No,Unf,0,Unf,0,1470,1470,GasA,0,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,2,10,Typ,1,0,Attchd,2003.0,Unf,3,870,5,5,Y,302,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,12.59473402514672,128,6,3.0,0,84.45462353277985
306,20,RL,80.0,10386,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,2,4,PConc,2,4,No,GLQ,1464,Unf,0,536,2000,GasA,0,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,2,8,Typ,0,3,Attchd,2004.0,Fin,3,888,5,5,Y,168,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,12.631016799175821,3,2,3.0,0,152.95
307,60,RL,116.0,13474,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,2,4,CBlock,2,4,No,ALQ,700,Unf,0,0,700,GasA,2,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,2,8,Typ,1,5,Attchd,1990.0,RFn,3,746,5,5,Y,127,44,224,0,0,0,None,None,None,0,6,2007,WD,Normal,12.323860125621126,17,16,3.5,268,100.31208203299153
308,50,RM,60.0,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,1,CBlock,4,4,No,Unf,0,Unf,0,319,319,GasA,4,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,1,6,Typ,0,3,None,0.0,None,0,0,3,3,N,0,144,0,0,0,0,None,MnPrv,None,0,3,2008,WD,Normal,11.402005077384885,88,58,1.0,144,63.65576102418208
309,30,RL,65.5,12342,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,No,BLQ,262,Unf,0,599,861,GasA,0,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,3,4,Typ,0,3,Detchd,1961.0,Unf,2,539,5,5,Y,158,0,0,0,0,0,None,None,None,0,3,2009,WD,Normal,11.320565693461432,69,59,1.0,0,95.81881533101046
310,20,RL,90.0,12378,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,0,4,Gd,GLQ,1274,Unf,0,622,1896,GasA,0,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,0,8,Typ,3,0,Attchd,2003.0,Fin,3,708,5,5,Y,208,175,0,0,0,0,None,None,None,0,11,2006,WD,Normal,12.793862088206213,3,2,3.0,175,185.1851851851852
311,60,RL,65.0,7685,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,4,PConc,2,4,No,ALQ,518,Unf,0,179,697,GasA,2,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,2,6,Typ,1,5,Attchd,1993.0,Fin,2,420,5,5,Y,190,63,0,0,0,0,None,None,None,0,5,2006,WD,Normal,12.017336559562407,13,12,2.5,63,110.32644903397735
312,20,RL,50.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,4,4,No,ALQ,680,Unf,0,292,972,GasA,0,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,3,5,Typ,1,2,Detchd,1948.0,Unf,1,240,5,5,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,11.790564777297387,61,7,2.0,0,135.80246913580248
313,190,RM,65.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2,4,Mn,Rec,507,Unf,0,286,793,GasA,4,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,3,5,Typ,1,2,Detchd,1939.0,Unf,2,410,5,5,Y,0,0,0,0,271,0,None,MnPrv,None,0,5,2006,WD,Normal,11.694421681264394,67,56,2.0,271,107.24508050089446
314,20,RL,150.0,215245,Pave,None,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,4,CBlock,2,4,Gd,ALQ,1236,Rec,820,80,2136,GasW,4,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3,8,Typ,2,2,Attchd,1965.0,RFn,2,513,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,12.834683971615659,44,44,4.0,0,184.18467583497053
